# event band deltatpk   mpk  fnupk  trise  t2   t3
se  f160w  -2.50  27.81   0.0273  3.500  8.862  9.700
se  f160w  -2.40  27.76   0.0285  3.600  8.581  9.600
se  f160w  -2.30  27.71   0.0298  3.700  8.312  9.500
se  f160w  -2.20  27.67   0.0312  3.800  8.054  9.400
se  f160w  -2.10  27.62   0.0326  3.900  7.806  9.300
se  f160w  -2.00  27.57   0.0341  4.000  7.569  9.200
se  f160w  -1.90  27.52   0.0356  4.100  7.340  9.100
se  f160w  -1.80  27.47   0.0372  4.200  7.121  9.000
se  f160w  -1.70  27.42   0.0389  4.300  6.909  8.900
se  f160w  -1.60  27.38   0.0407  4.400  6.706  8.800
se  f160w  -1.50  27.33   0.0426  4.500  6.510  8.700
se  f160w  -1.40  27.28   0.0445  4.600  6.320  8.600
se  f160w  -1.30  27.23   0.0465  4.700  6.138  8.500
se  f160w  -1.20  27.18   0.0487  4.800  5.961  8.400
se  f160w  -1.10  27.13   0.0509  4.900  5.791  8.300
se  f160w  -1.00  27.09   0.0532  5.000  5.626  8.200
se  f160w  -0.90  27.04   0.0556  5.100  5.467  8.100
se  f160w  -0.80  26.99   0.0582  5.200  5.313  7.969
se  f160w  -0.70  26.94   0.0608  5.300  5.163  7.745
se  f160w  -0.60  26.89   0.0636  5.400  5.019  7.528
se  f160w  -0.50  26.84   0.0665  5.500  4.878  7.318
se  f160w  -0.40  26.79   0.0695  5.600  4.742  7.113
se  f160w  -0.30  26.75   0.0727  5.700  4.610  6.915
se  f160w  -0.20  26.70   0.0760  5.800  4.482  6.723
se  f160w  -0.10  26.65   0.0795  5.900  4.358  6.537
se  f160w   0.00  26.60   0.0831  6.000  4.237  6.355
se  f160w   0.10  26.55   0.0869  6.100  4.119  6.179
se  f160w   0.20  26.50   0.0908  6.200  4.005  6.008
se  f160w   0.30  26.46   0.0950  6.300  3.894  5.841
se  f160w   0.40  26.41   0.0993  6.400  3.786  5.679
se  f160w   0.50  26.36   0.1038  6.500  3.681  5.521
se  f160w   0.60  26.31   0.1085  6.600  3.578  5.367
se  f160w   0.70  26.26   0.1135  6.700  3.478  5.218
se  f160w   0.80  26.21   0.1187  6.800  3.381  5.072
se  f160w   0.90  26.17   0.1241  6.900  3.286  4.929
se  f160w   1.00  26.12   0.1297  7.000  3.194  4.791
se  f160w   1.10  26.07   0.1356  7.100  3.104  4.655
se  f160w   1.20  26.02   0.1418  7.200  3.016  4.523
se  f160w   1.30  25.97   0.1483  7.300  2.930  4.395
se  f160w   1.40  25.92   0.1550  7.400  2.846  4.269
se  f160w   1.50  25.88   0.1621  7.500  2.764  4.146
se  f160w   1.60  25.83   0.1695  7.600  2.684  4.026
se  f160w   1.70  25.78   0.1772  7.700  2.606  3.909
se  f160w   1.80  25.73   0.1853  7.800  2.529  3.794
se  f160w   1.90  25.68   0.1937  7.900  2.455  3.682
se  f160w   2.00  25.63   0.2026  8.000  2.382  3.573
se  f160w   2.10  25.59   0.2118  8.100  2.310  3.466
se  f160w   2.20  25.54   0.2214  8.200  2.241  3.361
se  f160w   2.30  25.49   0.2315  8.300  2.172  3.258
se  f160w   2.40  25.44   0.2421  8.400  2.105  3.158
se  f160w   2.50  25.39   0.2531  8.500  2.040  3.060
se  f160w   2.60  25.34   0.2647  8.600  1.976  2.963
se  f160w   2.70  25.29   0.2767  8.700  1.913  2.869
se  f160w   2.80  25.25   0.2893  8.800  1.851  2.777
se  f160w   2.90  25.20   0.3025  8.900  1.791  2.686
se  f160w   3.00  25.15   0.3163  9.000  1.732  2.598
se  f160w   3.10  25.10   0.3307  9.100  1.674  2.511
se  f160w   3.20  25.05   0.3458  9.200  1.617  2.426
se  f160w   3.30  25.00   0.3615  9.300  1.561  2.342
se  f160w   3.40  24.96   0.3780  9.400  1.507  2.260
se  f160w   3.50  24.91   0.3952  9.500  1.453  2.180
se  f160w   3.60  24.86   0.4133  9.600  1.401  2.101
se  f160w   3.70  24.81   0.4321  9.700  1.349  2.024
se  f160w   3.80  24.76   0.4518  9.800  1.298  1.948
se  f160w   3.90  24.71   0.4724  9.900  1.249  1.873
se  f160w   4.00  24.67   0.4939  10.000  1.200  1.800
se  f160w   4.10  24.62   0.5164  10.100  1.152  1.728
se  f160w   4.20  24.57   0.5399  10.200  1.105  1.657
se  f160w   4.30  24.52   0.5645  10.300  1.059  1.588
se  f160w   4.40  24.47   0.5903  10.400  1.013  1.520
se  f160w   4.50  24.42   0.6172  10.500  0.968  1.453
se  f160w   4.60  24.38   0.6453  10.600  0.925  1.387
se  f160w   4.70  24.33   0.6747  10.700  0.881  1.322
se  f160w   4.80  24.28   0.7055  10.800  0.839  1.258
se  f160w   4.90  24.23   0.7376  10.900  0.797  1.196
se  f160w   5.00  24.18   0.7712  11.000  0.756  1.134
se  f160w   5.10  24.13   0.8064  11.100  0.716  1.074
se  f160w   5.20  24.09   0.8431  11.200  0.676  1.014
se  f160w   5.30  24.04   0.8815  11.300  0.637  0.956
se  f160w   5.40  23.99   0.9217  11.400  0.599  0.898
se  f160w   5.50  23.94   0.9637  11.500  0.561  0.842
se  f160w   5.60  23.89   1.0076  11.600  0.524  0.786
se  f160w   5.70  23.84   1.0535  11.700  0.487  0.731
se  f160w   5.80  23.79   1.1016  11.800  0.451  0.677
se  f160w   5.90  23.75   1.1518  11.900  0.416  0.624
se  f160w   6.00  23.70   1.2042  12.000  0.381  0.571
se  f160w   6.10  23.65   1.2591  12.100  0.346  0.520
se  f160w   6.20  23.60   1.3165  12.200  0.313  0.469
se  f160w   6.30  23.55   1.3765  12.300  0.279  0.419
se  f160w   6.40  23.50   1.4392  12.400  0.246  0.369
se  f160w   6.50  23.46   1.5048  12.500  0.214  0.321
se  f160w   6.60  23.41   1.5734  12.600  0.182  0.273
se  f160w   6.70  23.36   1.6451  12.700  0.151  0.226
se  f160w   6.80  23.31   1.7201  12.800  0.120  0.179
se  f160w   6.90  23.26   1.7985  12.900  0.089  0.134
se  f160w   7.00  23.21   1.8804  13.000  0.059  0.088
se  f160w   7.10  23.17   1.9661  13.100  0.029  0.044
